id,speaker,views,tags,,,,,,,,,
2602,"Trevor Copp, Jeff Fox",552294,"culture,entertainment,performance,social change,creativity,art,gender,dance,performance art,society,beauty,identity,TEDx",,,,,,,,,
2603,Melissa Walker,802576,"creativity,war,visualizations,violence,humanity,illness,mental health,mind,pain,PTSD,depression,TEDMED,art",,,,,,,,,
2604,Rachel Botsman,1252808,"technology,business,economics,collaboration,innovation,communication,community,potential,society,money,data,behavioral economics,trust",,,,,,,,,
2605,Todd Coleman,1093660,"science,technology,invention,innovation,health,health care,communication,medicine,illness,data,medical research,algorithm,TEDMED",,,,,,,,,
2606,Zeynep Tufekci,1126144,"science,technology,computers,software,robots,choice,potential,intelligence,decision-making,AI,humanity,society,morality,data,algorithm,privacy,machine learning",,,,,,,,,
2607,Manwar Ali,1586534,"death,community,religion,activism,terrorism,war,humanity,society,identity,TEDx,Islam,Middle East,violence",,,,,,,,,
2608,Philippa Neave,847073,"global issues,development,choice,communication,language,democracy,global development",,,,,,,,,
2609,Wanis Kabbaj,2484778,"cars,technology,design,transportation,cities,collaboration,urban planning,nature,biology,communication,product design,infrastructure,driverless cars",,,,,,,,,
2610,Tasos Frantzolas,1184577,"technology,entertainment,media,music,storytelling,communication,illusion,film,library,brain,mind,TEDx,sound,speech,hearing",,,,,,,,,
2611,"Rhiannon Giddens, Silk Road Ensemble",792825,"music,performance,art,live music,singer,vocals",,,,,,,,,
2612,Kelli Jean Drinkwater,1516589,"culture,social change,obesity,creativity,art,activism,photography,performance art,self,humanity,society,beauty,identity,fear,TEDx",,,,,,,,,
2614,Christopher Soghoian,1256215,"technology,computers,choice,communication,activism,hack,society,Internet,government,data,security,Surveillance",,,,,,,,,
2615,Victor Rios,1105982,"children,communication,compassion,education,empathy,identity,innovation,leadership,motivation,potential,society,teaching",,,,,,,,,
2616,Kandice Sumner,1132791,"education,TEDx,teaching,community,race,children,inequality,United States,personal growth,society,Slavery,policy",,,,,,,,,
2617,Mallory Soldner,911653,"humanity,big problems,data,technology,collaboration,innovation,communication,decision-making,society",,,,,,,,,
2618,Ian Bremmer,832410,"global issues,politics,business,military,New York,Africa,war,leadership,motivation,Asia,china,law,society,democracy,TEDx,money,Europe,government,iraq,Iran,Middle East,Foreign Policy,security,South America,global development",,,,,,,,,
2619,Tim Leberecht,1322721,"beauty,business,collaboration,goal-setting,humanity,innovation,leadership,motivation,work",,,,,,,,,
2620,Roger Antonsen,1817134,"TEDx,art,beauty,communication,education,math,music,nature,philosophy,universe,visualizations",,,,,,,,,
2621,Halla T�masd�ttir,855021,"gender equality,culture,democracy,government,inequality,leadership,media,motivation,politics,social change,television,women",,,,,,,,,
2622,Suzanne Barakat,1083262,"Islam,activism,community,death,family,humanity,love,religion,social change,society",,,,,,,,,
2623,Fawn Qiu,1013223,"children,computers,creativity,design,education,engineering,innovation,invention,personal growth,programming,teaching,technology",,,,,,,,,
2624,Hector Garcia,972912,"PTSD,depression,mental health,military,psychology,society,war",,,,,,,,,
2625,Jonathan Haidt,1422808,"United States,choice,communication,community,democracy,economics,government,identity,inequality,interview,leadership,media,peace,philosophy,policy,psychology,religion,security,social change,social media,society,sociology",,,,,,,,,
2626,Bettina Warburg,1630134,"Internet,blockchain,business,collaboration,computers,data,economics,future,innovation,privacy,security,society,software,technology,trust,Wikipedia",,,,,,,,,
2627,Jennifer Brea,1285296,"film,TED Fellows,health care,medicine,medical research,gender,gender equality,history,health,illness,science,women,leadership,personal growth,activism,pain",,,,,,,,,
2628,Sandi Toksvig,779033,"gender equality,activism,feminism,funny,global issues,government,history,inequality,leadership,motivation,personal growth,politics,social change,society,women",,,,,,,,,
2629,Kimberl� Crenshaw and Abby Dobson,800296,"activism,community,gender,humanity,identity,inequality,race,social change,society,violence,women",,,,,,,,,
2630,Steven Johnson,1070675,"adventure,animation,art,beauty,collaboration,computers,design,discovery,exploration,history,innovation,invention,technology,visualizations",,,,,,,,,
2631,Adam Galinsky,2974283,"TEDx,business,communication,decision-making,empathy,identity,leadership,motivation,personal growth,personality,relationships,society,women in business,work",,,,,,,,,
2632,Juan Enriquez,2421804,"DNA,aging,bacteria,biology,biotech,brain,chemistry,collaboration,engineering,evolution,future,genetics,humanity,innovation,invention,life,nature,neuroscience,physiology,science,society,technology",,,,,,,,,
2633,Joe Lassiter,1043860,"alternative energy,choice,climate change,engineering,global issues,innovation,nuclear energy,pollution,potential,resources,science,society",,,,,,,,,
2634,"Alicia Garza, Patrisse Cullors, Opal Tometi and Mia Birdsong",748448,"africa,gender equality,activism,collaboration,communication,community,government,history,humanity,identity,immigration,inequality,leadership,media,poverty,race,social change,social media,society",,,,,,,,,
2635,Tiq Milan and Kim Katrin Milan,1073649,"gender spectrum,LGBT,transgender,activism,arts,beauty,collaboration,compassion,family,feminism,gay,gender,happiness,humanity,identity,inequality,poetry,relationships,social change,society,women,writing",,,,,,,,,
2636,Ryan Gravel,808220,"cities,design,environment,garden,infrastructure,urban planning",,,,,,,,,
2637,Kate Adams,1307461,"business,personal growth,storytelling,television",,,,,,,,,
2638,Jia Jiang,3063356,"TEDx,adventure,creativity,curiosity,entrepreneur,failure,fear,goal-setting,humanity,innovation,life,motivation,personal growth,sociology,teaching",,,,,,,,,
2639,Natalie Panek,922037,"TEDx,communication,engineering,environment,exploration,rocket science,science,technology",,,,,,,,,
2641,Elizabeth Lesser,1210265,"aging,communication,compassion,death,empathy,family,health,humanity,life,relationships,vulnerability",,,,,,,,,
2642,Veerle Provoost,996808,"TEDx,biology,children,communication,creativity,family,genetics,humanity,identity,parenting,relationships",,,,,,,,,
2643,Sharon Brous,1178055,"communication,community,faith,humanity,identity,innovation,leadership,morality,religion,social change,society,teaching,violence,women",,,,,,,,,
2644,Kevin B. Jones,859228,"TEDx,cancer,collaboration,communication,death,health,health care,humanity,illness,life,medical research,medicine,science",,,,,,,,,
2645,Kevin Kelly,1303624,"AI,Internet,algorithm,business,collaboration,computers,data,decision-making,driverless cars,future,humanity,industrial design,innovation,intelligence,invention,machine learning,mind,robots,society,technology",,,,,,,,,
2646,Dena Simmons,946971,"children,community,education,family,fear,identity,inequality,leadership,motivation,personal growth,race,society,teaching",,,,,,,,,
2647,Laura Vanderkam,4127759,"choice,goal-setting,happiness,personal growth,time,work,work-life balance",,,,,,,,,
2648,Rebecca Brachman,1097107,"PTSD,TEDx,brain,chemistry,depression,happiness,health,health care,history,humanity,illness,medical research,medicine,mental health,mind,neuroscience,pharmaceuticals,science",,,,,,,,,
2649,Chinaka Hodge,1068477,"gender equality,children,death,future,history,humanity,identity,inequality,leadership,media,parenting,performance,performance art,poetry,social change,social media,violence,women",,,,,,,,,
2650,Erika Gregory,871569,"peace,fear,nuclear weapons,nuclear energy,security,history,government,global issues,terrorism,war,technology,collaboration,leadership,violence,humanity",,,,,,,,,
2651,Paul Knoepfler,1014264,"DNA,biotech,genetics,choice,AIDS,HIV,bioethics,molecular biology,CRISPR,biology,policy,nature,health,children,science,technology,innovation,discovery,identity,TEDx,social change,parenting,humanity,society",,,,,,,,,
2652,Adam Grant,3077206,"psychology,anthropology,behavioral economics,business,work,relationships,community,collaboration,leadership,motivation,personal growth,self,society,personality",,,,,,,,,
2653,Charity Wayua,879568,"investment,global development,potential,leadership,government,cancer,Africa,innovation,business,economics,goal-setting,health,society,collaboration,communication",,,,,,,,,
2654,James Beacham,1394695,"Nobel Prize,TEDx,collaboration,dark matter,data,discovery,engineering,exploration,future,history,innovation,motivation,nature,physics,science,universe",,,,,,,,,
2655,David Autor,1152826,"TEDx,agriculture,behavioral economics,business,collaboration,economics,education,farming,history,humanity,innovation,manufacturing,population,productivity,social change,society,technology,work",,,,,,,,,
2656,Anjali Tripathi,943493,"Mars,planets,TEDx,astronomy,biosphere,environment,future,rocket science,science,solar system,technology,universe",,,,,,,,,
2658,Sofia Jawed-Wessel,1510679,"sex,family,gender,feminism,relationships,health,children,communication,women,identity,education,TEDx,teaching,parenting,humanity,society",,,,,,,,,
2659,Sam Kass,1260526,"food,inequality,policy,health,children,community,education,leadership,personal growth,teaching,mental health,society",,,,,,,,,
2660,George Tulevski,1223551,"nature,computers,materials,design,chemistry,potential,science,technology,engineering,innovation,future",,,,,,,,,
2661,Mandy Len Catron,1662576,"love,happiness,depression,compassion,trust,writing,relationships,empathy,collaboration,communication,TEDx,humanity,mental health,personality",,,,,,,,,
2662,Deeyah Khan,1125755,"family,Europe,children,community,terrorism,Middle East,identity,leadership,motivation,TEDx,social change,activism,violence,humanity,society",,,,,,,,,
2663,Alejandro S�nchez Alvarado,956754,"oceans,biology,medicine,biomechanics,biodiversity,curiosity,neuroscience,medical research,physiology,biosphere,animals,life,environment,nature,beauty,illness,creativity,science,innovation,exploration,discovery,education,intelligence,TEDx",,,,,,,,,
2664,Dan Bricklin,947812,"business,productivity,code,work,history,computers,design,invention,product design,potential,visualizations,math,data,technology,innovation,discovery,collaboration,TEDx",,,,,,,,,
2665,Sisonke Msimang,1088469,"Africa,storytelling,inequality,news,journalism,writing,Internet,politics,empathy,global issues,community,collaboration,communication,leadership,motivation,personal growth,social change,activism,humanity,society",,,,,,,,,
2666,Ashley Judd,1346070,"gender,work,women in business,gaming,writing,social media,Internet,feminism,bullying,policy,gender equality,computers,global issues,potential,communication,women,sexual violence,leadership,activism,society",,,,,,,,,
2667,Emily Parsons-Lord,785504,"biosphere,animals,art,history,pollution,performance art,demo,dinosaurs,life,Anthropocene,environment,nature,global issues,ancient world,future,TEDx",,,,,,,,,
2668,Caleb Barlow,1147511,"hack,crime,computers,data",,,,,,,,,
2669,Robb Willer,1164240,"politics,relationships,language,empathy,morality,democracy,government,Debate,communication,identity,leadership,personal growth,TEDx,social change,humanity,society",,,,,,,,,
2670,Jeanne Gang,932896,"climate change,environment,MacArthur grant,architecture,cities,nature,beauty,infrastructure,public spaces,design,community,innovation,future,collaboration,social change,humanity,society",,,,,,,,,
2671,Maurice Conti,2200079,"computers,materials,AI,drones,manufacturing,design,invention,product design,algorithm,technology,engineering,innovation,robots,future,TEDx,humanity",,,,,,,,,
